Count,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
843,-50,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,35,0,-1000,0,0,-10,100,0,0,0,0,-10,0,0,10,0,0,0,10,0,0,0,-30,0,1000,0,0,0,0,0,0,-35,0,0,0,0,0,-100,0,0,0,0,0,1,-22.84
844,0,0,-1000,0,0,0,0,0,0,0,10,0,0,100,0,0,0,0,0,10,10,0,0,0,35,0,-100,0,-35,0,0,0,0,-10,0,0,0,0,0,0,0,-50,0,-30,1000,0,0,0,50,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,6.57
845,0,-100,0,0,0,-1000,0,0,0,0,0,0,0,0,-35,0,0,10,0,0,35,0,0,0,0,-10,0,0,50,0,10,10,0,0,0,0,100,0,0,0,0,0,0,1000,0,0,0,0,30,0,0,0,0,-50,0,-10,0,0,0,0,0,0,0,0,0,14.81
846,0,0,1000,0,0,0,0,-30,0,0,0,0,0,0,0,35,30,0,0,10,0,0,0,100,0,0,-10,0,0,0,10,0,0,0,0,-10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,-100,0,0,-35,0,0,0,0,-1000,0,-50,0,0,8.43
847,0,0,0,-30,0,0,0,0,10,-1000,0,0,0,0,0,0,0,0,30,0,-100,0,0,0,10,0,0,0,35,0,0,0,1000,0,0,0,0,0,0,50,0,-10,-10,0,0,-35,0,0,100,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20.6
848,0,0,0,0,0,1000,30,-35,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,10,0,0,0,-50,0,50,-30,0,0,0,0,-1000,0,10,100,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,-100,0,0,0,0,0,0,1,17.36
849,0,0,0,0,0,0,1000,0,0,-35,0,0,0,0,0,0,0,0,-1000,0,10,0,0,0,0,100,0,0,0,0,0,0,-10,0,0,0,0,0,0,-10,0,50,10,0,0,0,0,10,0,0,0,0,0,0,0,-100,30,0,-30,0,0,-50,0,0,0,-65.37
850,0,0,0,-100,100,0,0,0,0,-10,0,0,30,10,0,0,-1000,0,0,0,0,0,-30,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,50,0,0,0,-35,1000,0,0,0,0,10,35,0,0,0,0,0,0,0,0,-23.03
851,0,0,-35,0,0,0,-30,0,0,0,0,0,0,0,0,100,0,0,-10,0,0,0,0,10,1000,0,-50,0,50,-10,0,0,0,30,-1000,0,0,0,0,0,0,0,0,0,0,0,0,35,0,-100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,74.61
852,0,-100,0,-50,0,0,0,0,0,0,-10,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,-1000,0,10,-30,0,0,1000,0,0,0,100,0,0,10,0,0,10,0,50,0,0,0,-35,0,0,0,0,0,1,-4.68
853,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,-30,0,0,0,-10,0,0,0,0,0,0,0,0,-10,0,35,0,-50,0,0,-100,-35,0,1000,0,0,50,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,30,0,0,0,1,-0.09
854,0,0,0,0,0,0,0,0,0,50,0,0,0,0,10,10,35,0,0,0,0,0,0,0,1000,0,0,30,-35,0,0,0,-10,10,0,0,-100,0,0,-10,0,0,0,0,0,0,0,0,0,-30,0,0,0,-50,0,0,0,0,0,0,-1000,0,0,0,1,11.83
855,0,35,0,0,0,0,0,0,-10,0,0,0,0,0,-1000,30,0,0,-50,0,0,0,0,0,0,0,0,0,0,-35,0,0,1000,0,-10,0,0,0,0,0,0,0,0,0,0,50,-30,0,10,0,0,0,0,0,10,100,0,0,0,0,0,0,0,-100,1,27.7
856,-50,-100,0,0,0,0,0,30,0,-1000,-35,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,-10,0,0,0,-10,0,0,0,0,0,0,0,0,0,50,0,-30,0,0,0,0,0,1000,100,0,0,0,0,0,0,1,-8.98
857,0,0,-35,0,0,0,0,0,0,0,0,-10,0,0,0,-50,0,0,-30,0,0,0,10,0,0,50,0,10,0,0,0,0,0,1000,0,0,0,0,0,35,0,0,0,0,-10,0,0,0,10,0,100,0,0,0,0,-100,0,0,0,0,0,-1000,0,0,1,-15.34
858,0,0,0,0,100,0,0,0,0,0,0,0,-1000,-30,0,0,0,10,0,0,0,-10,0,0,0,-100,0,0,0,0,0,30,0,0,10,0,0,0,10,0,-35,0,0,35,0,0,0,0,0,0,0,-10,0,0,0,50,0,0,0,0,0,0,0,1000,0,9.64
859,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,100,0,-100,30,0,0,10,0,10,0,0,-50,0,0,0,0,0,0,0,-1000,0,-35,0,0,35,0,0,0,0,0,-10,0,10,50,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,13.7
860,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,10,0,-10,0,0,0,0,30,0,0,35,-1000,0,-30,10,1000,0,100,-50,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,50,0,-100,0,0,0,0,0,0,0,0,0,0,0,27.2
861,0,0,35,0,0,1000,0,0,0,-100,0,50,0,-10,0,0,0,-35,100,0,0,0,0,0,0,-50,0,0,30,10,0,-30,0,0,0,0,0,-1000,0,0,0,10,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.71
862,0,0,-50,0,0,0,-1000,-30,0,0,0,0,0,0,35,0,0,0,0,0,0,0,50,-10,0,0,10,0,100,0,10,0,0,0,0,0,0,0,0,0,0,10,-35,0,0,30,-10,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,-3.81
863,0,50,0,0,0,0,0,0,-1000,-50,-10,0,0,0,0,-30,0,-10,0,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,-35,0,0,-100,0,0,0,0,0,0,0,30,1,-24.15
864,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,0,0,-30,10,0,50,0,0,-50,0,0,0,0,0,0,-35,0,0,0,1000,0,0,-10,35,0,0,0,0,0,10,0,0,0,0,0,100,0,0,30,0,-100,1,-0.82
865,0,0,-50,0,100,-100,0,-1000,0,0,-35,0,0,-10,0,0,0,0,10,10,30,0,0,35,0,0,0,10,50,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,25.21
866,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,30,1000,0,10,0,10,-1000,0,0,0,0,0,0,100,0,35,-35,0,0,-100,0,-50,0,0,-10,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.65
867,0,0,0,0,-1000,-30,0,0,-10,0,0,0,0,0,10,0,0,10,0,0,0,0,0,-50,0,0,0,0,0,30,-35,0,0,50,0,0,-10,0,0,0,0,0,0,35,0,10,0,0,0,0,0,0,0,-100,0,0,1000,0,0,0,0,0,0,0,1,-5.23
868,0,0,0,30,0,0,0,0,-10,0,0,0,0,10,0,0,-10,0,0,0,0,0,35,0,0,0,0,50,0,-50,0,0,1000,0,0,100,-30,0,0,0,-100,0,0,10,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,-35,0,1,66.87
869,-30,0,0,-35,0,0,0,0,-10,-10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,-100,10,0,10,0,0,0,-50,0,50,30,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1000,0,0,-21.71
870,0,0,0,0,0,-100,0,0,0,0,35,0,0,0,0,0,0,0,0,0,10,0,0,0,1000,0,10,-35,-1000,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,50,0,-10,0,-10,10,0,0,0,0,0,0,-50,0,0,0,0,0,0
871,1000,0,-35,0,35,0,0,0,0,0,0,10,0,0,0,0,0,50,0,0,0,30,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,-10,0,0,0,-1000,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,-30,100,-50,0,0,-20.65
872,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1000,0,-10,0,0,0,0,10,30,0,-30,0,10,-50,-10,0,0,0,0,0,0,0,0,-1000,50,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.11
873,0,0,-1000,0,0,0,-50,0,0,0,35,0,1000,0,10,0,0,0,0,0,0,-100,0,0,0,0,-35,0,0,0,0,0,0,-30,0,-10,10,0,0,0,0,-10,10,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,50,0,0,1,-0.28
874,0,-35,0,0,0,35,0,0,0,0,0,30,0,0,-30,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,-1000,-10,10,0,0,1000,0,0,0,0,0,-10,0,0,0,0,50,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,-50,0,19.45
875,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,-35,0,50,0,0,0,-1000,0,1000,0,0,0,0,0,10,0,0,0,0,0,0,-30,0,-10,0,0,0,0,0,35,10,0,-10,0,0,0,0,-50,0,0,0,0,0,0,-100,1,-48.6
876,0,0,0,-1000,0,-30,0,1000,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,10,0,0,0,0,0,0,0,0,-10,0,0,10,0,0,50,0,100,0,-35,-100,35,0,0,0,0,30,0,0,0,0,0,0,-19.51
877,0,0,-50,0,0,0,0,0,0,100,0,0,35,0,0,0,50,0,0,10,0,0,1000,0,0,0,0,0,10,-10,0,0,0,10,0,0,0,0,-10,0,0,-1000,-100,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,-30,0,0,0,0,0,0,0,4
878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,10,0,50,-10,0,0,0,-35,0,0,10,100,0,0,-1000,0,0,0,0,0,0,0,-30,0,1000,35,0,0,0,0,0,10,0,0,0,0,0,-100,30,0,0,0,0,0,0,0
879,0,-50,1000,0,0,0,0,-30,0,-10,0,0,30,0,0,0,0,0,0,0,0,0,0,-100,0,-1000,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,10,0,0,0,0,-35,0,0,0,10,50,0,0,10,0,0,100,0,0,0,0,0,1,0
880,0,0,0,0,0,1000,0,100,0,0,30,0,-30,-10,0,0,10,0,0,0,-100,0,10,0,0,0,0,0,-10,0,0,0,50,0,0,0,0,0,-50,0,0,0,0,0,0,0,-35,10,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71
881,0,0,0,0,0,0,100,0,0,0,0,1000,0,-10,30,0,0,0,10,0,-10,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,-50,0,50,0,10,0,0,0,-30,0,0,0,-35,0,0,0,0,0,0,0,0,-1000,0,1,13.65
882,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-10,10,0,0,10,0,0,0,0,0,0,0,0,50,-1000,0,0,35,0,0,-10,0,0,0,0,1000,0,-35,0,0,0,0,0,0,0,0,-50,0,10,0,30,0,0,0,100,0,0,0,0,-18.99
883,0,50,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,-50,0,-10,0,0,0,0,0,-35,10,0,0,0,-30,10,0,-10,0,0,30,0,0,0,0,0,10,0,0,1000,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,100,0,1,-0.08
884,0,-50,0,0,0,0,0,0,0,10,0,0,0,0,0,100,30,0,1000,-35,-10,0,0,0,-1000,0,0,0,0,0,0,10,10,0,0,0,0,0,0,50,0,0,-30,0,0,0,0,0,0,0,0,-100,0,0,0,0,35,0,0,0,0,0,0,0,1,0
885,0,0,0,0,0,0,0,0,0,-50,-10,-30,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,0,0,0,0,0,0,100,0,0,0,0,35,1000,0,-100,0,0,0,-35,0,-10,0,0,0,0,-1000,0,0,0,0,0,1,31.53
886,0,0,0,0,0,0,0,0,0,-30,0,35,0,0,0,0,0,0,0,0,-10,50,0,0,0,-10,0,0,-50,0,-35,0,0,0,0,0,0,0,0,0,30,0,0,10,0,10,0,0,-1000,0,0,0,10,1000,0,0,0,0,0,0,0,0,100,0,0,-2.96
887,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,-35,10,0,35,0,0,-1000,-10,-100,0,0,0,0,0,0,0,0,10,0,0,10,0,1000,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,100,30,0,-3.42
888,0,0,35,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,100,0,0,0,0,0,30,0,0,0,0,50,-35,-1000,10,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,-30,0,0,1000,-100,0,1,83
889,0,-100,0,0,0,0,0,0,0,0,0,0,-30,0,50,0,0,0,0,0,-10,0,0,0,0,0,10,0,0,0,0,-10,10,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,-50,0,0,0,-1000,100,0,0,30,-35,1000,0,0,0,0,55.76
890,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,50,0,0,0,0,-35,-1000,30,100,0,0,0,-50,-10,0,0,0,0,0,0,0,-30,-100,0,0,0,0,0,0,35,0,0,-10,0,0,0,0,0,0,0,0,0,-3.56
891,-100,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,-10,10,10,0,0,0,0,-30,0,0,0,0,0,0,-50,0,35,0,0,-35,-1000,-10,0,0,10,1000,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,25.96
892,0,0,-50,0,-30,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,30,0,0,0,0,-1000,0,0,0,10,0,0,0,35,0,0,0,0,0,0,0,0,-10,0,0,1000,0,0,0,-35,0,0,0,100,50,0,0,-22.93
893,-100,35,0,-1000,0,0,0,0,0,-10,0,50,0,10,0,30,100,0,-10,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,-35,0,0,0,0,10,0,0,0,0,-50,0,0,0,0,0,0,0,0,8.12
894,-30,0,0,0,0,0,0,-100,0,0,0,0,0,0,30,0,0,0,0,10,-50,-1000,-35,100,0,0,0,-10,0,-10,0,35,0,0,0,0,0,0,0,0,0,0,0,10,0,1000,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.66
895,0,0,0,-50,0,0,-35,0,0,0,1000,0,0,0,0,0,0,-30,-100,30,0,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,-10,50,0,0,0,0,-1000,0,-10,0,0,0,0,0,0,0,0,0,0,1,3.49
896,0,-35,0,0,0,0,0,0,0,0,0,35,0,-100,0,-30,0,-1000,0,0,0,0,0,0,0,0,0,100,0,0,0,10,0,0,0,50,0,10,0,0,0,10,0,0,0,-50,-10,0,0,0,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87
897,0,0,0,0,30,0,50,0,0,1000,0,-10,0,0,-35,10,10,0,0,0,0,0,0,35,-100,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,-10,0,0,10,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,-50,0,0,0,0,1,-26.35
898,0,0,0,0,0,0,0,-50,0,0,0,0,0,-10,0,0,0,0,0,-30,0,0,0,10,35,0,0,0,0,-10,0,0,0,0,0,0,10,50,0,0,0,0,0,0,-1000,0,0,-100,0,0,0,0,0,0,0,10,0,0,30,0,1000,-35,0,0,1,-14.21
899,0,0,0,0,0,0,0,100,10,0,10,0,0,0,0,0,0,0,0,50,0,0,0,0,1000,0,0,0,10,0,0,0,0,0,0,-35,0,-100,0,-10,0,0,0,-50,30,0,-10,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,-1000,0,0,11.22
900,0,35,0,0,0,-30,0,0,0,30,100,0,0,0,0,0,0,0,0,0,0,50,0,0,-100,0,0,0,0,-1000,0,0,1000,0,0,0,-35,0,0,0,0,0,0,0,0,-50,0,0,0,0,10,0,-10,10,0,10,0,0,0,0,0,0,0,0,1,19.49
901,0,0,0,0,-100,0,30,0,100,0,0,0,0,0,-10,0,0,-10,0,0,0,0,-50,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,-35,0,1000,0,10,-30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-1000,0,12.17
902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,-1000,-10,0,0,-50,0,0,-30,0,0,100,0,0,0,0,0,0,0,0,0,0,-10,0,10,0,0,0,0,50,-35,0,10,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,1000,1,-66.16
903,0,0,0,0,0,0,0,0,0,0,-10,0,-35,0,0,-30,0,30,0,50,0,0,-100,0,0,35,0,0,0,-10,0,0,0,0,0,0,0,-50,10,0,0,10,0,-1000,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1000,0,0,0,1.14
904,0,0,0,0,-30,0,0,0,-10,0,0,0,0,0,-35,0,0,10,35,0,0,0,0,0,0,-1000,0,0,0,-10,0,0,0,0,-100,0,0,30,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,10,10,0,0,0,0,0,0,-50,0,0,50,0,16.15
905,30,0,0,0,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,35,0,0,0,0,100,0,0,10,0,10,1000,0,0,0,0,0,50,-30,0,0,0,0,-50,0,0,-10,0,10,0,0,0,-1000,0,0,0,0,0,0,0
906,35,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,10,-50,-30,10,0,-35,0,-100,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,-10,10,0,50,0,30,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.24
907,-1000,0,0,-30,0,0,35,-100,0,0,0,10,0,1000,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,-35,0,0,100,0,0,0,0,0,0,0,10,0,0,50,0,0,0,0,0,0,0,-50,1,0
908,0,0,0,0,0,0,0,0,-1000,0,0,35,0,0,0,0,0,-10,0,1000,30,0,0,0,10,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,-35,0,0,0,50,10,0,0,0,0,-50,0,-10,0,0,-30,0,0,0,0,0,0,0,-0.53
909,0,0,0,35,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,-30,0,0,0,0,0,0,0,0,-1000,0,0,-35,-10,0,50,0,10,0,-10,0,0,0,0,0,30,0,0,0,0,-50,10,0,0,1000,10,0,0,0,0,0,0,0,0,0,0,1,-16.59
910,0,-35,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,35,0,0,-30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,10,0,-1000,0,0,10,0,0,0,0,0,0,-10,0,30,0,0,0,1000,0,0,100,0,50,0,1,65.76
911,0,0,0,0,-100,0,0,0,0,0,0,0,0,1000,0,30,0,0,100,0,-10,0,0,0,0,0,0,0,0,0,-30,0,0,10,0,10,0,-1000,0,-50,0,0,0,0,0,0,0,0,0,-10,0,0,-35,35,0,0,0,0,0,0,0,50,0,0,1,14.25
912,0,0,0,100,0,0,0,0,0,0,0,0,0,0,-35,35,0,10,0,0,0,1000,0,0,0,0,0,10,0,-50,0,0,0,-30,0,0,0,50,0,0,0,0,0,0,0,0,0,-10,0,0,-10,0,0,-100,0,10,0,0,0,0,0,-1000,0,0,1,-8.12
913,0,0,0,0,0,0,0,0,-35,0,0,-10,0,1000,100,0,0,0,0,0,0,-10,0,-50,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,10,10,50,0,10,0,-100,0,0,0,-30,0,0,1,6.48
914,0,0,0,0,0,0,0,30,0,0,50,0,0,10,-35,0,0,-1000,0,-100,0,0,0,1000,0,0,-10,10,-30,0,0,0,100,0,0,35,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,92.97
915,0,0,0,0,0,0,0,-30,0,1000,0,0,-35,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,10,-1000,0,0,0,100,0,10,-10,0,0,0,0,-50,30,0,-100,0,0,0,0,71.05
916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,-1000,-10,0,10,0,0,0,0,0,0,1000,0,10,0,0,10,0,0,0,0,0,-50,0,0,0,0,0,0,0,-100,-30,35,0,100,0,0,0,0,0,-35,0,0,0,50,0,1,10.45
917,0,0,1000,0,0,0,0,0,0,30,10,0,0,0,0,35,-50,0,0,0,0,0,0,0,-10,0,0,50,0,0,10,0,0,0,0,0,0,-100,0,0,-10,-35,0,0,0,0,0,0,100,0,10,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,-9.92
918,0,0,0,0,-35,0,0,0,0,50,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,-10,0,10,10,100,0,0,10,0,0,0,0,0,0,0,0,0,-50,0,0,35,0,0,0,0,0,1000,0,-1000,-100,0,0,60.9
919,-30,0,0,0,0,-35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,1000,0,0,0,-10,0,10,0,0,0,0,-100,0,0,0,0,0,0,-1000,0,0,0,0,0,-50,0,10,50,0,0,0,0,0,100,35,0,1,8.71
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,100,0,10,0,0,0,-30,0,-10,10,0,50,0,0,0,0,-10,0,30,0,0,0,35,0,0,-35,0,0,0,0,0,0,0,10,-1000,0,-50,0,0,0,0,0,0,0,-20.17
921,0,0,0,0,100,-30,0,0,-100,-10,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1000,0,-50,0,0,0,0,0,0,-10,0,0,0,0,0,0,-35,-1000,0,0,0,10,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,-16.15
922,0,0,0,0,0,100,0,0,0,0,-50,30,0,10,0,10,0,-10,0,0,0,0,0,0,0,-100,0,0,0,0,35,0,0,0,0,1000,-10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,-35,-1000,0,0,0,0,1,20.9
923,0,0,0,0,0,0,30,0,0,0,0,0,10,0,-100,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,-10,0,0,-1000,0,0,0,0,0,0,0,-35,0,0,0,10,100,0,0,10,0,0,0,1000,0,50,35,0,-30,0,0,0,0,0,1,67.34
924,0,0,0,0,0,0,35,0,0,0,0,0,0,10,100,0,0,10,30,0,-10,0,0,-1000,0,0,0,0,0,0,0,0,0,-30,0,-35,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,10,1000,-10,0,50,0,0,0,0,0,0,0,0,-11.77
925,0,0,0,0,0,0,0,0,0,0,0,0,-1000,0,0,10,0,0,1000,0,0,-100,0,-30,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,-10,-35,0,-50,0,0,0,-10,0,0,0,0,0,100,0,50,0,0.81
926,0,-30,0,0,0,0,-50,-1000,0,0,0,0,-10,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,-35,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,100,0,10,0,-10,35,0,10,0,0,1000,0,0,0,0,0,0,17.41
927,0,0,1000,0,0,0,0,0,0,10,0,0,0,0,50,30,0,0,0,0,0,0,0,100,-30,0,0,-100,0,-50,0,10,0,0,0,35,0,0,10,-10,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,27.55
928,-30,0,0,0,0,0,35,0,0,0,-1000,0,0,0,0,0,0,0,-100,0,0,1000,0,10,-10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-35,-10,0,0,0,100,0,0,-50,0,0,0,30,0,0,0,0,0,0,1,-26.26
929,0,0,0,0,0,0,0,0,0,50,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,10,-35,0,0,0,35,-30,0,0,0,-10,0,10,0,0,0,0,1000,0,0,0,-1000,30,0,0,0,100,0,0,-100,0,0,0,0,0,-50,0,1,0
930,0,100,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,-1000,-35,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,-10,0,10,0,-30,1000,-10,0,0,0,0,0,0,0,0,30,0,50,0,0,0,35,0,0,-3.57
931,0,0,30,0,0,0,0,0,-35,0,100,0,0,0,0,0,0,0,0,0,0,0,-1000,10,0,0,0,1000,0,0,0,-50,10,-10,0,0,0,0,0,0,-30,0,0,0,0,50,0,-100,0,-10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-30.42
932,0,0,0,0,50,0,0,0,-1000,0,0,0,0,0,0,0,-30,-100,0,0,-50,35,1000,0,0,10,0,0,0,0,0,0,0,0,0,30,10,0,-10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,100,0,0,-35,0,0,0,0,0,0,1,69.39
933,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,-35,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,-10,-100,50,-10,0,0,0,0,0,0,0,0,0,-50,-30,10,0,1000,0,0,0,0,0,35,1,-12.62
934,0,0,0,0,50,0,0,0,0,0,0,0,0,0,30,0,0,0,0,-35,0,0,10,0,0,0,0,-10,0,0,100,-30,0,0,0,0,-100,35,1000,0,0,0,0,0,-10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,85.41
935,0,0,0,0,0,0,0,-35,0,0,0,0,0,-10,-30,0,0,0,-10,0,0,0,0,35,30,0,0,0,0,0,-100,0,0,0,-50,0,0,0,0,0,0,10,0,0,0,0,100,0,0,0,0,10,0,0,0,10,0,0,0,0,0,-1000,0,1000,1,62.52
936,0,0,0,0,-30,0,0,0,0,0,0,-1000,0,0,0,0,0,0,-10,0,0,0,0,10,0,30,0,0,100,0,0,0,-35,0,0,-10,0,0,0,10,0,0,1000,35,0,-100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,-50,0,0,1,3.48
937,0,0,0,0,0,0,-35,0,0,0,0,10,0,0,-30,100,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,-10,-10,0,0,0,10,0,0,0,0,0,0,0,0,0,35,10,0,0,0,0,50,1000,0,30,-50,0,0,0,0,0,0,0,0,-23.55
